Id	Text	Sentiment
5a9e6e0d98d05961ce7165d0	मत परिणामको घोषणा भई जसले जे भने पनि सबैका आशा अनि भरोसाका उम्मेदार रविन्द्र मिश्रले भने चुनावमा हारेर पनि जनताको मन भने भारी मतले जितेका छन् । चुनावमा मतदाताहरुको सहभागिता अझ बढेको भए, बम विष्फोटनका घटनालाई चुनौती दिई मतदाताहरु मनोबल बढाई भोट हाल्न गएको भए अनि घरमा बसेर टिभि सिरियल हेर्ने कामकाजी महिलाहरु अल्छी नगरिकन चुनावमा सहभागी भई तराजुलाई भोट हालेका भए क्षेत्र नं. १ बाट रविन्द्र मिश्रको ऐतिहासिक जित हुने थियो । तैपनि थोरै मतान्तरले हारेर पनि उनले मतदाताहरुको मनमा अमिट छाप छोडेका छन् ।	1
5a9e6e1798d05961ce7ab0db	सबैको मनमा बस्न सफल दाईहरू एवम कलाकार……हाम्रै देशको शान अनि मान |	1
5a9e6e1198d05961ce7477cb	तपाईं र अर्चना पनेरु को  सबै भन्दा फ्यान हु  तेसै ले अझै प्रगती को गर्नुहो येहि छ ७३ सालको कामना	1
5a9e6e0d98d05961ce717ee6	नमस्ते ... वि.वि.सि नेपाली सेवा समचार युनिट लाई म हाल सल्यान देखि यो फेसवुक लाईभ अडि सुनिरहेको छु जहाँ निष्पक्ष र सत्य सापित वि.वि. सि न्युज  धन्यवाद छ ।।।	1
5a82e23566cd066aea90eeb8	अति गजब्को कुर। हो नदेख्ने भनेर नहेपनु है मुटुको म।य। ल।ई है	1
5a82e20f66cd066aea8a5f2f	देश र प्रदेशको बिकासमा तपाईंको महत्त्वपूर्ण भुमिका ।	1
5a82e20866cd066aea8979f5	पक्कै पनि आशा छ भोट विवेकशिललाइ दिनु पर्छ	1
5a82e21966cd066aea8c13b7	"यश विषय मा मेरो बिचार राख्नु पर्दा,,यहाँ   कसैले कसैलाई दोस लगाउनु भन्दा,,आफू र आफ्नो घर परिवार संग संधै सरसल्लाह  लिई बिदेश मा पैसा कमाउंदा को पीडा  अबगत गराउँदै  एक्दम जरुरी भन्दा फजुल खर्च न गर्न आग्रह गर्ने गरे,,,र घरपरिवार ले पनि    प्रदेशी को पिडा लाई मनन गरि,,आधार भुत भन्दा बडि खर्च नगर्ने बानी बसालेमा बाकी बचत रकम सदुपयोग हुन्थ्यो ,,,जस्ले भबिस्यमा आई पर्ने बाधा आड्चन पार गर्न सजिलो हुन्थो,,,कि,,,
त्यसैले बिदेश बाट कमाई घर पठाएको रकमको सदुपयोग र दुरुपयोग हुने घरपरिवार को हात को कुरा हो ,,,,!!!"	1
5a82e20166cd066aea887625	देशको  नमूना  देखिन्छ	1
5a82e20f66cd066aea8a63b7	सलाम छ नेपाल पुलिस लाई..नेपाल पुलिसले चाहयो भने जे पनि गर्न सक्छ तर पिछ्वाडा भ्रष्ट नेता हरु छन्	1
5a9e6e1698d05961ce79a9c3	"नमस्ते जी  सूपार हिट  मिल्म 
रुद्रप्रीया धेरै सफल फिल्म  हो ।
हजुर को हरेक फिल्म मा  हजुरको
धेरै राम्रो ऐकटिङ  हुन्छ । सबैले 
रेखा थापा जी कै फिल्म मनपर्छ 
भन्छन । हजुरको फिल्म मा लाखौं
शिक्षा र खुशी हरू  हामीलाइ प्रापत
हुन्छ । हजुरको  डायलग धेरै मन
पर्छ ।"	1
5a82e23466cd066aea90b8b3	सक्ने थे प्य।री अ।फु ट।ड। भोनि है तर गित चहि स।रै र।म्रीछिन	1
5a9e6e0e98d05961ce728ac3	साथिहरुको साथ साथै हजुरलाई पनी शुभ कामना ।तपाईको शुभ चिन्तक ।	1
5a9e6e1298d05961ce760e47	त पाई हरु को मनो कामना अबस्य पूरा हुन्छ येक पटक नमन गर्न जानू होला	1
5a82e21d66cd066aea8c90ac	भाबपुर्ण हार्दिक श्रद्धाञ्जली ।	1
5a82e21066cd066aea8a8814	प्रोमोशन गर्नु पर्यो	1
5a82e23166cd066aea904dfe	नाका खुल्यो तेल पाईयो	1
5a9e6e1698d05961ce79b711	हिरो हो तपाईं हिरो तपाईलाई प्रधानमन्त्री नै नबनाई हामी मर्दैनौ	1
5a9e6e1098d05961ce744769	"एहै एहै एहै...
के सारो राम्रा पोष्ट हाउ...
लुकेर कसैले था नपाम्ने गरि चोर्नु पर्ला जस्तो छ ...
चोरम कि नचोरम हजुर?
शुभबिहानी...."	1
5a82e21866cd066aea8c0aed	एसपालिको साझा सवाल अति राम्रो रहेछ	1
5a82e21866cd066aea8bfe1d	धेरै  राम्रो लाग्यो ।अब डडेलधुरा को पनि शाझा सवाल रिकर्द हुनुपर्यो है।	1
5a9e6e1698d05961ce79466d	घैटो पछि, सुरही, ट्याम्के, कन्तुर अझै सानो नाम नसुनेको थुप्रै भाडाकुडा फुट्नु बाकी रहेछ। फुटाउ राष्ट्र सेवक, सबै राष्ट्र बादी को समर्थन भयो।।	1
5a9e6e1498d05961ce779ded	बदाइ छ	1
5a9e6e1098d05961ce7437aa	प्रियंका जि तपाईंको कला र अभिनयको हामी सम्मान गर्छौं र हाम्रो नेपाली समाजमा नेपाली दिदीबहिनीहरुको इज्जत र सम्मान कस्तो हुनुपर्ने हो र यो तपाईंको भिडियो संगीतमा तपाईंले गरेको अभिनयमा प्रयोग गरिएको पोशाकको बारेमा अवस्री जवाफ दिनुहुन्छ भन्ने आश राख्छु ।	1
5a82e21c66cd066aea8c7c40	जन्ताकाे पाटी देश भक्तपाटी बिकाससील पाटी  र स्वाभिमानि पाटी देशकै मेजर पाटी  नेकपा ए मा ले हाे जन्ताकाे बहुदलियजनबाद पाटी ए मा ले हाे सारा नेपाली ए मा  ले बन्नुकाे बिकल्प छैन	1
5a82e20566cd066aea891226	मोदि एउटा नेपाललाई माया गर्ने सच्चा महान ब्यक्ति हुन्।	1
5a82e23466cd066aea90b354	सारैन मार्मिक र बेदना को मह ले भरिएको गित र साच्चैन ब्यदना चै पोखिन पुग्यछ ? समालियर गाउन सक्नु भएन है भित्री बेदना पोखिन पुग्यो ?🕉🕉🕉👍🏾👍🏾👍🏾💐💐💐	1
5a9e6e1498d05961ce78198a	यसै त लामो मेरो नाक ,गोर्खालीको गोलले झनै लामो भैराछ,१२ वर्षमा त खोलो पनि फर्किन्छ भन्थे हो रैछ । फर्किसकेको छ हाम्रो खोलोपनि । आज त खाना पनि खाइदैन खुसीले टन्न । सधै एउटा मात्रै साउले झयाउ भएको दिमाग अब चाहि सकेको गोल चलाउ भइराछ । अब हाम्रो लक्ष्य र चाहाना नै च्याम्पियन बन्ने हो ।।	1
5a82e22066cd066aea8d2cac	विश्व  रूपाए नमः	1
5a82e23a66cd066aea91b868	असाध्यै राम्रा जनहरु🤗	1
5a82e21866cd066aea8bf5ce	एकदम  माम्रो  छ  मन  छुने  साझा  सवाल	1
5a82e23666cd066aea910180	सवै को माया ले गरदा हो नि र उसले वनाको सिनिमा राम्रो कथा हुनछ अनि राम्रो सफल हुनछ नि          जय राम पियारी	1
5a9e6e1498d05961ce774b6f	लव यू दाई	1
5a9e6e0e98d05961ce725cdf	ईमान्दारिताकाे राजनीति गर्ने साेच भएका यिनी जस्तै विवेकी, शिक्षित, निर्भिक थुप्रै नेपाली युवाहरु चाहे जुनसुकै राजनैतिक पृष्ठभूमीका किन नहुन सहि देश निर्माणकाे कार्यमा एकै ठाउँमा किन नउभिने ?	1
5a9e6e1598d05961ce78339e	वावावा ल बधाई छ	1
5a9e6e0f98d05961ce735aa7	छन् अझै पनि मानवता भएका महान व्यक्तित्वहरु	1
5a82e20566cd066aea892595	देश बिदेश्का ताजा समाचार हरू अब एकै ठाउँमा एकै लाइक मा ,यो पेज अवस्य लाइक!गर्नुस् है।	1
5a82e21066cd066aea8a8682	साएद अब यो देश हजुर हरुकै हातमा छ । बुवा आमा गतिलो नभए पनि छोरा छोरिले आफ्नो धर्म बिर्सेको छैन भन्ने ज्वोलन्त उदाहरण तपाईं हामी हौं । हजुरहरुको कार्यमा सधै हाम्रो बिस्वास अनि भरोसा रहने छ । तपाईंहरुको कार्यसम्पादन लाई सलाम  जय नेपाल  सबैको दिन मंगल होस   पबित्र मान डंगोल  ललितपुर	1
5a82e21266cd066aea8abccc	लउ प्रमसन हुने सबैलाइ बधाइ छ कार्य क्षेत्र सफलताको को कामना छ ।।	1
5a82e22266cd066aea8d8dbe	प्रेरक भनाइहरु	1
5a82e23066cd066aea9015a2	गगन थापा जिन्दाबाद	1
5a82e23366cd066aea9081e3	ठीक गर्नी भयो सिबसेनाले  तेस्तो पनी नेपाली फिल्म हुन्छ?  तेस्तो  त नेपाली ब्लू  ........... फिल्म  हुन्छ ब्लू फिल्म बनाय भैहल्यो नि? किना तेस्तो गर्नु पर्यो र.|पैसाको लगी जे पनी गर्ने ले आफ्नै बहिनी दीदी  बुडी ली पनी बेच्ना सक्छ तेस्तालाई कारबाही  गर्नु पर्छ हाम्रो पूरा समर्थन छ	1
5a9e6e1298d05961ce7616ca	साच्चै भनम हाम्रा नेपाली फिल्मी जगतका महानायक राजेश हमाल जी विहे पछी बुढो तन्नेरी हुनुभाछ । बधाई छ । सफल जोडीको ईतिहास रच्नुस ।नेपाली फिल्मी जगतमा कतिपय राम्रा शरीर र अनुहार हरूको युगल जीवन छाडा मात्र होईन असुखद छ ।तपाईंहरूमा त्यो विकृति नआओस् । २दिनको जीन्दगीमा के लुट्नु छ र!	1
5a82e21266cd066aea8ab54e	धन्यवाद नेपाली आमाका मेहनती छोरा हरु लाई।	1
5a9e6e0f98d05961ce72eda9	जस्ले जे भने पनि उनले आंट गरे। नेताका ब्यक्तिगत स्वार्थका कारण आज रास्ट्र संकटमा पर्यो। देउवा रावल भट्ट लाई सूप छुनै नहुने। ओली सिटौला लाई पुर्बी तराई छुनै नहुने। तराई मा बस्ने सबै काला जाती लाई इंडियन देख्ने हाम्रो कस्तो बुजरुक संसार।एक नेपालीले ग्रीनकार्ड पाएर बिदेश बस्दा रमाउने हाम्रो कस्तो संस्कार।तेहा देशभक्ति हुने।एक नेपाली आफ्नो हक़ अधिकार को लागी लड्ढा इंडियन हुने। उस्ले सबै कुरा अरु ले भनेको मान्नु पर्ने।क्या गजब। जे गरे डॉक्टरले ठीक गर्दै छन्	1
5a82e21066cd066aea8a6e44	राम्रो काम नेपाल पुलिसको ।	1
5a9e6e1198d05961ce74d84b	बृद्ध भत्ता नै देशको ठूलो बिकास हो भन्नेहरुलाई सह सचिव ले दरो झापड दिदा  सार्है खुशी लाग्यो ..😀	1
5a82e22d66cd066aea8f7c3f	हार्दिक श्रद्धाञ्जली...!	1
5a9e6e1698d05961ce78b82e	आहा कति राम्रो.	1
5a82e23966cd066aea919278	ठाेकाे ताली खटाक्क	1
5a82e21d66cd066aea8c8de4	बदाई छ	1
5a82e22766cd066aea8e800a	कुरा सही गर्नु भयो जब सम्म हामी जनता सचेत हुदैनौ तब सम्म बजेट को सही सदुपयोग हुदैन ....	1
5a82e21466cd066aea8b1d2f	"धेरै राम्रो फोटो नेपाली  नारी । यसरी नै सधै देखाउन नमिल्ने अङ हरु छोप्ने कोसिस गर्नु ता कि नराम्रो कमेन्ट्  को सिकार हुनु नपरोस कलाकार भनेको नेपाल  कै गहना हो तेस्तो ब्याक्तित्व लाई न राम्रो कमेन्ट् गरेको देख्दा नराम्रो लाग्छ । तेसैले ती गाली खाने अङग हरु पर्दा भित्रै राम्रो लाग्छ । र पर्दा भित्रै मुल्यवन छ नि बाहिर देखिय पछि त अवमूल्यन भै हल्यो नि हैन र ? गल्ती लेखिएको रहेछु भने माफ पाउ.....

....."	1
5a82e23966cd066aea91af8c	" पोष्टबहादुर बोगटीको आज बिहान
दु:खद निधन भएको छ। वहाँप्रति हार्दिक
श्रद्धासुमन र परिवारजनमा समवेदना! अन्तिम
लालसलाम क.दिवाकर!"	1
5a82e22366cd066aea8d97c4	धेरै राम्रो काम गंनु भएछ गुद	1
5a9e6e1398d05961ce76c97b	मुक्ति टावरको सफल नेता	1
5a82e22966cd066aea8ed4ab	वाहा !  हाम्रो काभ्रे हाम्रो गौरब........	1
5a82e20966cd066aea899613	"जनप्रिय नेता बाबुराम भट्टराई लाइ बिजयको अग्रिम शुभकामना :)
तपाईं जस्तो त्यागी, बौद्धिक र प्रतिभावान नेतृत्वले मात्र  समाज र देशलाई परिवर्तनको पथमा अघि बढाउन सक्छन ;)"	1
5a82e23366cd066aea90a61a	है प्य।री अति धेरै सुव।को फोटो परिभेष हुद। अति नै रमैलो होस र देश बिदेशक। स।थिको म।य।ले न।यिक रेख। जि को  र।म्रो  सोभ।बिक्ले न।म देश भर फैली रहोस है प्य।री	1
5a82e21566cd066aea8b42fb	माया त माया नै हो नि। हे हे हे।	1
5a9e6e0f98d05961ce729e17	नेपालको एक मात्र बर्तमान जन नेता बाबुराम हुन यसको दुई मत छैन	1
5a82e22066cd066aea8d40b0	हार्दिक बधाई तथा शुभकामना ,	1
5a82e20f66cd066aea8a5e4b	धेरै राम्रो	1
5a82e22f66cd066aea8fdc42	अाफ्नो देशलाई माया मार्नु हुदैन र नेपालको राँस्टिय झन्दा लाई भुल्नु हुदैन साथि	1
5a9e6e1298d05961ce76171e	"हाम्रा नेपाली  नेतालाई  जेजति भने  पनि हुन्छ  किनकि  अब त लाज  पनि  लग्दैन केनकी बानी  भएको  छ्  अब  हामी  सबै  एक हुनुपर्छ ""   अब  समय  भयो  जाग सबै  नेपाली  साच्चै  नेपाल को माया  छ  भने  समय भयो जनता  को पनि शक्ति  हुन्छ  भन्ने  पुष्ठि  गर्ने बेला "" रमेश  खरेल जि साच्चै  देशभक्ति  नेपाल  आमा का  अशल छोरा हुन """	1
5a82e20266cd066aea889f20	धेरै राम्रो हो।	1
5a82e21266cd066aea8aaf7d	धन्यवाद छ हजुरहरुलाई !!	1
5a9e6e1098d05961ce745146	सुभकामना नानु	1
5a9e6e1098d05961ce7398cc	सबैले नेताहरूलाइ जिन्दावाद भन्थ्ये प्रहरीलाइ गाली मात्र गर्थ्ये अब त थाहा भयाे हाेला नि काे जिन्दावाद र काे चाही.....  रहेछ । नेपाल प्रहरीकाे जति नै प्रशंसा गरे पनि जति नै धन्यवाद दिए पनि कमै हुन्छ । जनताकाे दुख सुख काे साथी नेपाल प्रहरीलाइ सलाम...	1
5a82e23966cd066aea91981d	"धेरै राम्रो मन्त्रीज्यु आफ्गानिस्तानको बम काण्डमा ज्यान गुमाउनेलाई १० लाख दिईएकोमा🌹🌹🌹🌹🌹
तर साउदी कतारमा ज्यान गुमाएका अङ्गभङ्ग हुनेकोलाई कति ?????"	1
5a82e20966cd066aea89adfd	विभिन्न जिल्लामा वैकल्पिक राजनीतिको वीउ रोप्न सफल नयाँ शक्ति नेपालका विजयी उम्मेदवारहरूलाई वधाइ! यो वीउ रोप्ने मौसम हो फल भित्र्याउने मौसम पछि आउँछ भन्ने हेक्का राख्न सबै शुभचिन्तकहरूलाई आग्रह!	1
5a82e22066cd066aea8d4324	बदाई तथा कर्याकल को उत्तरोप्रगती का कामना गर्द छु।	1
5a9e6e1198d05961ce74f287	यो एउटा सपना मात्र हो किनभने नेपालको नेता र कर्मचारी सबै भ्रष्ट छन इनिहरु बात यस्तो अपेक्षा राख्नु आकाश को फल आखा तरि मर भने जस्तो हो तरपनी ज होस यो सरकारले गर्न नसके पनि नीतिनिर्माता चाहिँ हो यति भय पनि आउदो सरकारले के हि सिख्ने छ र आउदो आधारभुट तयार गर्न मदत पुग्ने छ	1
5a82e22766cd066aea8e68c6	हार्दिक समबेदना	1
5a82e20a66cd066aea89caab	नेपाली नेताहरूमध्ये एक मात्र भिजन भएको नेता डा.बाबुराम भट्टराईलाई मेराे सलाम ।देश अघि समृद्ध बन्ने अासा छ।	1
5a82e21c66cd066aea8c712a	बधाई  तथा कार्यकालकाे सफलताकाे कामना ।	1
5a82e22966cd066aea8ecb11	अग्रिम बधाई छ यो प्यानल लाई।	1
5a82e20266cd066aea889cf9	धन्यवाद बीबीसी नेपाली सेवालार्इ, सधै सुन्न पाइयाेस् ।	1
5a82e20866cd066aea898e3f	के गर्छौ बड़ा बिबेकसील एकलै चुनाब लड़न आट गरेनॉ कांग्रेस बिरुद्ध १०बर्स लड्यू फेरी तेही संग मेलर १सीट जीता पनि गर्व लाग्छ पोस्ट गर्न लाई ल बधाई छ ।	1
5a82e21566cd066aea8b6581	हुन्छ हुन्छ पुरानो भत्क्यो नया बन्नुपर्छ।	1
5a9e6e1298d05961ce760713	मलाई एक दम खुसि लाकछ याे नाच	1
5a9e6e0f98d05961ce72fe39	डा. साब अब अर्काे चुनौती पनि छ। बिदेशीयका सम्पुर्ण युवा हरुलाई स्वदेश मा फर्काउने नयाँ कार्ययाेजना काे सुनिश्चितता गर्नु पर्याे । देश बनाउन बिदेशीयका नेपाली  काे पनि सारै ठुलाे सपना छ। याे कुरा हुन सक्याे भने हाम्राे देश बनाउन कुनै राष्ट लाई गुहार गर्नु पर्दैन। हाम्राे मेहनत र परिस्रमले सुन्दर,शान्त र सम्पन्न बनाउन सक्छौ । साेचे भन्दा राम्राे नेपाल बन्नेछ।	1
5a82e20b66cd066aea89d3aa	संस्कृतको एउटा श्लोक पनि राखेको भए राम्रो हुने थियो. संस्कृतिक क्रान्ति गर्नेले एती लेखेकोमा धन्यवाद.	1
5a9e6e0e98d05961ce7184cd	"नमस्ते सम्पुर्ण मीत्रहरुलाई
बीबीसी नेपाली सेवामा।"	1
5a82e21f66cd066aea8d2905	सिर्कृष्ण कि जय	1
5a9e6e0e98d05961ce726eb8	धेरै शुभकामाना	1
5a82e23066cd066aea901ca5	जाे जिते पनि कांग्रेस ले नै जितने हाे , लैा नयाँ कार्यसमिति का पदाधिकारी हरू अग्रिम बधाई तथा शुभकामना , जय नेपाल	1
5a82e21d66cd066aea8c8084	देसमा काँग्रेस माओबादि गठबन्दनलाई एकलै भिड्न सक्क्षम पार्टी नेकपा एमाले हो। अब मुलुक एमालेमयभयो।एमाले त आयो आयो।नेकपा एमाले जीन्दबाद।	1
5a82e22266cd066aea8d8237	ढुक्क हुनुस नेपाली यौबा छन् तपाई को घर बनौन तपाई लाई सहयोग गर्न , तर तपाई ले येति चै बचन बढ्द हुन पर्छ कि तपाई नेपाल का कुनै पार्टी संग सम्बद्द हुनु हुन्न, तपाई ले तेही बेक्ती छान्नु हुन्छ जसले तपाई को र देश को भलो गर्छ,	1
5a9e6e1298d05961ce75e8a2	याे हाे कला भनेकाे	1
5a82e22766cd066aea8e850f	महिला हिंसाविरुद्ध लड्ने लाइ मेरो सलाम	1
5a82e22766cd066aea8e63eb	बधाई छ	1
5a82e23566cd066aea90eaa9	निकै राम्री अनि सक्षम छोरी जनमानसको मन मन मा खुसीको बाहफ फैलाउने छोरी को अामा लाई मेरो सलाम छ।	1
5a82e21c66cd066aea8c7c25	नेकपा एमाले जिन्दावाद	1
5a9e6e0f98d05961ce729a0d	घर घर मा नँयाशक्ति मन मन मा नँया शक्ति देश तथा बिदेश मा नँया शक्ती  जिन्दाबाद।।।।��������	1
5a82e23a66cd066aea91c781	किन देखिएन भन्दै थिएँ। देखेपछि खुशी लाग्‍यो।	1
